ID_RESENA,PK_RELACIONAL,NOMBRE_RECURSO,BARRIO_RECURSO,CATEGORIA_RECURSO,TEXTO_RESENA,CALIFICACION,FECHA,IDIOMA,AUTOR_SINTETICO,DATASET_SINTETICO
C0027999,R018679,DISCO PUB CANTINAZO,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"The staff were lovely, a wonderful experience, clean and welcoming.",4,2023-08-10,en,Clara R.,True
C0028000,R018679,DISCO PUB CANTINAZO,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Cocina tradicional bien ejecutada, ambiente acogedor, productos muy frescos. Un 10.",4,2024-02-14,es,Carlos G.,True
C0028001,R018682,KRYOLAN,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Volveremos seguro. Instalaciones limpias y bien equipadas, monitores atentos. Merece mucho la pena.",5,2023-03-12,es,Pedro H.,True
C0028002,R018682,KRYOLAN,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Nos encanto. Buena relacion calidad-precio, monitores atentos, perfecto para entrenar. Un 10.",5,2023-09-04,es,Nuria V.,True
C0028003,R018684,BAR DYLAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Carta corta pero suficiente, el servicio algo lento pero amable.",3,2025-03-09,es,Paul B.,True
C0028004,R018685,PERLA DEL PACIFICO,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Volveremos seguro. El pescado y la carne de primera, postres caseros deliciosos, raciones generosas. Merece mucho la pena.",4,2024-08-23,es,Marta T.,True
C0028005,R018688,ALFAZEERA SPORT,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Loved it. Beautiful and well kept, the food was delicious.",5,2025-05-14,en,Tom L.,True
C0028006,R018688,ALFAZEERA SPORT,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"A bit crowded, nothing special but fine, decent for a quick visit.",5,2024-04-01,en,Olivia F.,True
C0028007,R018689,ALONSO SL,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Maquinas estropeadas, mala atencion, masificado y mal ventilado. Muy mejorable.",2,2024-07-21,es,Laura T.,True
C0028008,R018690,LOTERIAS Y APUESTAS DEL ESTADO LA ISLA DEL TESORO,San Cristóbal,ocio,"Volveremos seguro. Repetiremos seguro, lo pasamos genial, ideal para ir con amigos. Un 10.",4,2024-02-12,es,Tom G.,True
C0028009,R018691,BAR CAFETERIA EL 27 BAR,Los Rosales,restaurantes,"Volveremos seguro. Raciones generosas, la comida estaba deliciosa. Merece mucho la pena.",5,2024-07-09,es,Joao L.,True
C0028010,R018692,SPG OBRAS SL,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Volveremos seguro. Instalaciones limpias y bien equipadas, buena relacion calidad-precio, perfecto para entrenar. Merece mucho la pena.",5,2025-10-05,es,Chiara B.,True
C0028011,R018698,CARPAS Y TOLDOS CALIFORNIA,Villaverde Alto - Casco Histórico de Villaverde,ocio,"Un'esperienza bellissima, posto stupendo.",5,2025-03-10,it,Sophie V.,True
C0028012,R018698,CARPAS Y TOLDOS CALIFORNIA,Villaverde Alto - Casco Histórico de Villaverde,ocio,"Una pena. Colas largas, mala organizacion. No volvere.",3,2025-01-25,es,Joao S.,True
C0028013,R018699,CAFETERIA BAR JJ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Trop cher, tres decevant.",2,2023-02-05,fr,Sergio L.,True
C0028014,R018700,AGATA DRINK,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"En general, el servicio algo lento pero amable, precio ajustado, la comida correcta sin destacar. Cumple.",5,2023-06-26,es,Clara C.,True
C0028015,R018701,VOY AL GYM,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Para ser sinceros, horarios mejorables, correcto para el dia a dia, instalaciones algo antiguas. Cumple.",3,2025-11-21,es,Anna T.,True
C0028016,R018703,AFANDICE,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"On a adore, une tres belle experience, personnel adorable.",4,2025-06-23,fr,Pedro B.,True
C0028017,R018704,LUCKIA APUESTAS,San Cristóbal,ocio,"Volveremos seguro. Un plan estupendo, repetiremos seguro. Volveremos.",5,2024-10-24,es,Lucia P.,True
C0028018,R018705,BAR LAS PALMERAS,San Cristóbal,restaurantes,"En general, ambiente sencillo, precio ajustado, carta corta pero suficiente. Cumple.",2,2025-11-29,es,Paul P.,True
C0028019,R018707,INSTALACION DEPORTIVA  SAN CRISTOBAL,San Cristóbal,deporte,"Volveremos seguro. Instalaciones limpias y bien equipadas, monitores atentos, piscina en buen estado. Merece mucho la pena.",4,2023-03-03,es,Laura C.,True
C0028020,R018707,INSTALACION DEPORTIVA  SAN CRISTOBAL,San Cristóbal,deporte,"La verdad, instalaciones algo antiguas, correcto para el dia a dia. Cumple.",3,2023-10-30,es,Ivan F.,True
C0028021,R018711,EDUCACION CULTURA Y SOLIDARIDAD,San Cristóbal,deporte,"Loved it. The food was delicious, clean and welcoming.",5,2023-05-23,en,Javier P.,True
C0028022,R018711,EDUCACION CULTURA Y SOLIDARIDAD,San Cristóbal,deporte,"Highly recommended. We loved every minute, great value for money.",5,2024-01-30,en,Liam H.,True
C0028023,R018712,TECNOCASA,Los Rosales,ocio,"Volveremos seguro. Repetiremos seguro, gran ambiente, un plan estupendo. Un 10.",4,2023-06-05,es,Luis B.,True
C0028024,R018712,TECNOCASA,Los Rosales,ocio,"Overall, it was okay, a bit crowded, nothing special but fine.",4,2023-03-11,en,Pablo T.,True
C0028025,R018712,TECNOCASA,Los Rosales,ocio,"Repetiremos. Muy divertido y bien organizado, lo pasamos genial, perfecto para una tarde diferente. Un 10.",4,2025-02-25,es,Marco T.,True
C0028026,R018712,TECNOCASA,Los Rosales,ocio,"Volveremos seguro. Repetiremos seguro, lo pasamos genial, perfecto para una tarde diferente.",5,2024-06-23,es,Ivan C.,True
C0028027,R018712,TECNOCASA,Los Rosales,ocio,"Loved it. Great value for money, absolutely worth the visit.",4,2023-05-17,en,Sergio T.,True
C0028028,R018714,SEGUROS MARTÍN,Los Rosales,hoteles,"Clean and welcoming, a wonderful experience, the staff were lovely.",5,2023-09-26,en,Anna F.,True
C0028029,R018714,SEGUROS MARTÍN,Los Rosales,hoteles,"Para ser sinceros, desayuno mejorable, cumple para dormir sin lujos.",3,2024-10-06,es,Javier C.,True
C0028030,R018716,DISCOTECA,Ángeles,ocio,"Personnel adorable, endroit magnifique, une tres belle experience.",4,2025-09-11,fr,Carlos H.,True
C0028031,R018717,BAR PUNTA CANA,Ángeles,restaurantes,"En general, cumple para una comida rapida, el servicio algo lento pero amable, la comida correcta sin destacar. Sin mas.",3,2023-07-14,es,Hans B.,True
C0028032,R018717,BAR PUNTA CANA,Ángeles,restaurantes,"Highly recommended. Beautiful and well kept, absolutely worth the visit, the food was delicious.",5,2023-03-20,en,John P.,True
C0028033,R018718,MAKUMBA DISCOTECA,Los Rosales,restaurantes,"Excellent rapport qualite-prix, une tres belle experience, on a adore.",5,2023-11-09,fr,Laura V.,True
C0028034,R018718,MAKUMBA DISCOTECA,Los Rosales,restaurantes,"Nothing special but fine, a bit crowded, average overall.",3,2024-12-31,en,Chiara C.,True
C0028035,R018720,EL BUCHITO,Los Rosales,restaurantes,"Muy recomendable. Cocina tradicional bien ejecutada, productos muy frescos, ambiente acogedor. Un 10.",5,2023-08-24,es,Hans C.,True
C0028036,R018721,WINNERS APUESTAS,Los Rosales,ocio,"La verdad, esta entretenido sin mas, correcto para pasar el rato. Ni fu ni fa.",5,2023-12-28,es,Giulia P.,True
C0028037,R018721,WINNERS APUESTAS,Los Rosales,ocio,"Stunning place, absolutely worth the visit, a wonderful experience.",5,2024-09-14,en,Marco G.,True
C0028038,R018721,WINNERS APUESTAS,Los Rosales,ocio,"Repetiremos. Lo pasamos genial, gran ambiente. Merece mucho la pena.",5,2025-08-09,es,Giulia M.,True
C0028039,R018722,BIBLIOBUSES,Villaverde Alto - Casco Histórico de Villaverde,cultura,"Excellent rapport qualite-prix, endroit magnifique.",5,2024-08-03,fr,Liam G.,True
C0028040,R018722,BIBLIOBUSES,Villaverde Alto - Casco Histórico de Villaverde,cultura,"A bit crowded, average overall, it was okay.",3,2024-03-27,en,Sergio R.,True
C0028041,R018722,BIBLIOBUSES,Villaverde Alto - Casco Histórico de Villaverde,cultura,"Muy recomendable. Espacios amplios y cuidados, obras espectaculares. Volveremos.",5,2023-01-23,es,Laura V.,True
C0028042,R018723,GASTROBAR ICHIZU,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Que decepcion. Tardaron muchisimo en servir, el local estaba sucio. No volvere.",2,2023-05-20,es,John F.,True
C0028043,R018724,GLASE CAFE,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Nos encanto. El servicio atento y cercano, las tapas riquisimas, productos muy frescos.",4,2024-12-22,es,Lucia B.,True
C0028044,R018724,GLASE CAFE,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"El pescado y la carne de primera, ambiente acogedor.",4,2023-10-12,es,Nuria F.,True
C0028045,R018726,CRONOS ASISTENCIA,Los Rosales,hoteles,"Habitaciones limpias y comodas, desayuno variado y rico, cama muy comoda. Merece mucho la pena.",5,2023-11-14,es,Ivan F.,True
C0028046,R018727,CAFETERIA EL PASO,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Nos encanto. Platos caseros llenos de sabor, postres caseros deliciosos, la paella espectacular. Merece mucho la pena.",5,2023-01-01,es,Javier H.,True
C0028047,R018728,HF MADRID,Villaverde Alto - Casco Histórico de Villaverde,ocio,"En general, bien aunque un poco caro, correcto para pasar el rato, esta entretenido sin mas. Sin mas.",3,2024-03-29,es,Emma V.,True
C0028048,R018729,"KEBAP-FRITURA ANDALUZA ""GRAN NEMRUT""",Los Rosales,restaurantes,"Freundliches Personal, hat uns sehr gefallen.",5,2023-04-07,de,Elena T.,True
C0028049,R018729,"KEBAP-FRITURA ANDALUZA ""GRAN NEMRUT""",Los Rosales,restaurantes,"Repetiremos. El servicio atento y cercano, postres caseros deliciosos, el pescado y la carne de primera.",5,2023-11-18,es,Hans C.,True
C0028050,R018729,"KEBAP-FRITURA ANDALUZA ""GRAN NEMRUT""",Los Rosales,restaurantes,"Highly recommended. Absolutely worth the visit, the staff were lovely, the food was delicious.",5,2023-12-21,en,Paul L.,True
C0028051,R018729,"KEBAP-FRITURA ANDALUZA ""GRAN NEMRUT""",Los Rosales,restaurantes,"Posto stupendo, ci e piaciuto molto.",5,2025-03-11,it,Nuria L.,True
C0028052,R018729,"KEBAP-FRITURA ANDALUZA ""GRAN NEMRUT""",Los Rosales,restaurantes,"Highly recommended. One of the highlights of our trip, beautiful and well kept.",5,2025-03-13,en,Nuria B.,True
C0028053,R018729,"KEBAP-FRITURA ANDALUZA ""GRAN NEMRUT""",Los Rosales,restaurantes,"Loved it. The staff were lovely, we loved every minute.",5,2023-06-10,en,Nuria H.,True
C0028054,R018729,"KEBAP-FRITURA ANDALUZA ""GRAN NEMRUT""",Los Rosales,restaurantes,"Hat uns sehr gefallen, toller Ort.",5,2024-08-02,de,Hans B.,True
C0028055,R018730,A'TUMOE,Los Rosales,restaurantes,"Una pena. La comida llego fria, platos sin sabor, el trato fue borde. No lo recomiendo.",2,2024-02-18,es,Ivan G.,True
C0028056,R018730,A'TUMOE,Los Rosales,restaurantes,"Ambiente acogedor, el vino de la casa acompaña genial. Un 10.",4,2024-12-08,es,Nuria H.,True
C0028057,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"En general, desayuno mejorable, habitacion algo pequeña, cumple para dormir sin lujos. Ni fu ni fa.",3,2024-08-10,es,Marie L.,True
C0028058,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"One of the highlights of our trip, the food was delicious, stunning place.",5,2025-11-27,en,Olivia P.,True
C0028059,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"Repetiremos. Habitaciones limpias y comodas, ubicacion perfecta y bien comunicado.",5,2025-02-21,es,Nuria T.,True
C0028060,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"Dans la moyenne, correct sans plus, bien pour une visite rapide.",3,2025-11-05,fr,Olivia S.,True
C0028061,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"Excelente descanso, insonorizacion estupenda. Merece mucho la pena.",4,2024-02-11,es,Joao C.,True
C0028062,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"Habitaciones limpias y comodas, personal amabilisimo. Lo recomiendo.",4,2023-05-14,es,Clara M.,True
C0028063,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"Volveremos seguro. Personal amabilisimo, insonorizacion estupenda. Merece mucho la pena.",3,2025-09-21,es,Emma L.,True
C0028064,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"It was okay, decent for a quick visit.",4,2024-05-16,en,Ana V.,True
C0028065,R018731,ASOCIACION CENTRO TRAMA,Los Rosales,hoteles,"Boa relacao qualidade-preco, adoramos.",5,2024-11-08,pt,Marie F.,True
C0028066,R018733,GALIANT,Ángeles,ocio,"Durchschnittlich, nichts Besonderes.",3,2025-04-04,de,Liam M.,True
C0028067,R018733,GALIANT,Ángeles,ocio,"Freundliches Personal, ein wunderbares Erlebnis.",4,2025-04-08,de,Marta R.,True
C0028068,R018733,GALIANT,Ángeles,ocio,"On a adore, endroit magnifique.",4,2024-07-04,fr,Pedro F.,True
C0028069,R018733,GALIANT,Ángeles,ocio,"Para ser sinceros, bien aunque un poco caro, esta entretenido sin mas. Ni fu ni fa.",5,2024-03-17,es,John M.,True
C0028070,R018733,GALIANT,Ángeles,ocio,"La verdad, bien aunque un poco caro, correcto para pasar el rato, esta entretenido sin mas. Sin mas.",3,2023-10-21,es,Anna M.,True
C0028071,R018736,ACADEMIA,Ángeles,deporte,"Overall, it was okay, average overall, nothing special but fine.",4,2023-10-12,en,Luis V.,True
C0028072,R018737,PARADISE LUXX,Ángeles,restaurantes,"Repetiremos. Terraza agradable para cenar, el pescado y la carne de primera, el servicio atento y cercano.",5,2023-03-10,es,Diego C.,True
C0028073,R018737,PARADISE LUXX,Ángeles,restaurantes,"La verdad, carta corta pero suficiente, ambiente sencillo, el servicio algo lento pero amable. Ni fu ni fa.",5,2023-11-05,es,Elena S.,True
C0028074,R018744,CENTRO DE DIA MIGUEL DELIBES,Los Rosales,hoteles,"Nos encanto. Recepcion 24 horas muy util, cama muy comoda, buena relacion calidad-precio. Un 10.",4,2025-07-13,es,Olivia T.,True
C0028075,R018744,CENTRO DE DIA MIGUEL DELIBES,Los Rosales,hoteles,"Muy recomendable. Recepcion 24 horas muy util, personal amabilisimo, cama muy comoda.",4,2023-06-10,es,Diego V.,True
C0028076,R018744,CENTRO DE DIA MIGUEL DELIBES,Los Rosales,hoteles,"Highly recommended. We loved every minute, absolutely worth the visit, the food was delicious.",5,2025-01-25,en,Diego P.,True
C0028077,R018744,CENTRO DE DIA MIGUEL DELIBES,Los Rosales,hoteles,"Que decepcion. La habitacion no estaba limpia, wifi pesimo, no coincide con las fotos.",2,2023-09-21,es,Anna S.,True
C0028078,R018745,JUGUETES JUNIOR,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Nos encanto. Buena relacion calidad-precio, vestuarios amplios y limpios, instalaciones limpias y bien equipadas. Lo recomiendo.",4,2024-04-21,es,Liam C.,True
C0028079,R018745,JUGUETES JUNIOR,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Loved it. The staff were lovely, absolutely worth the visit, the food was delicious.",5,2025-10-25,en,Tom S.,True
C0028080,R018745,JUGUETES JUNIOR,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Volveremos seguro. Material moderno y cuidado, buena relacion calidad-precio, monitores atentos. Lo recomiendo.",4,2025-03-28,es,Chiara V.,True
C0028081,R018747,RESTAURANTE A CAÑIZA,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Nos encanto. Productos muy frescos, raciones generosas. Volveremos.",5,2023-07-09,es,Carlos V.,True
C0028082,R018748,BAR RESTAURANTE BRUPO VALSAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Muy recomendable. Postres caseros deliciosos, las tapas riquisimas, el pescado y la carne de primera. Merece mucho la pena.",5,2024-01-16,es,Giulia C.,True
C0028083,R018748,BAR RESTAURANTE BRUPO VALSAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Repetiremos. Ambiente acogedor, postres caseros deliciosos. Un 10.",4,2024-07-13,es,Ana H.,True
C0028084,R018748,BAR RESTAURANTE BRUPO VALSAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Sadly, poor service, would not return, not very clean.",2,2025-12-09,en,Lucia B.,True
C0028085,R018748,BAR RESTAURANTE BRUPO VALSAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Nos encanto. Postres caseros deliciosos, ambiente acogedor, el pescado y la carne de primera. Un 10.",5,2025-07-26,es,Marta R.,True
C0028086,R018748,BAR RESTAURANTE BRUPO VALSAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Stunning place, clean and welcoming, the food was delicious.",5,2023-10-21,en,Marta V.,True
C0028087,R018748,BAR RESTAURANTE BRUPO VALSAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Clean and welcoming, stunning place.",4,2025-05-25,en,Marco F.,True
C0028088,R018748,BAR RESTAURANTE BRUPO VALSAN,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Repetiremos. La paella espectacular, ambiente acogedor.",5,2023-12-04,es,Pedro T.,True
C0028089,R018752,INVARTA SL,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Nos encanto. Vestuarios amplios y limpios, perfecto para entrenar. Volveremos.",5,2024-01-04,es,Chiara M.,True
C0028090,R018753,RESTAURANTE CAMPEON,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Muy recomendable. La paella espectacular, la comida estaba deliciosa. Volveremos.",4,2023-09-22,es,Ana P.,True
C0028091,R018757,COMIDA VENEZOLANA HARRYTOKYS,Butarque,restaurantes,"Ein wunderbares Erlebnis, freundliches Personal.",5,2025-12-13,de,Chiara V.,True
C0028092,R018757,COMIDA VENEZOLANA HARRYTOKYS,Butarque,restaurantes,"Volveremos seguro. Platos caseros llenos de sabor, productos muy frescos, el servicio atento y cercano. Lo recomiendo.",4,2023-01-19,es,Carlos C.,True
C0028093,R018758,LA FACTORIA DEL CHURRO,Butarque,restaurantes,"En general, el servicio algo lento pero amable, carta corta pero suficiente, precio ajustado. Sin mas.",3,2025-12-18,es,Marco M.,True
C0028094,R018759,INSTITUTO EULEN DE FORMACION,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Repetiremos. Terraza agradable para cenar, buena relacion calidad-precio, cocina tradicional bien ejecutada.",5,2024-02-01,es,Marco R.,True
C0028095,R018759,INSTITUTO EULEN DE FORMACION,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Repetiremos. El servicio atento y cercano, la paella espectacular, productos muy frescos.",4,2024-09-10,es,Nuria P.,True
C0028096,R018759,INSTITUTO EULEN DE FORMACION,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Muy recomendable. Cocina tradicional bien ejecutada, raciones generosas, platos caseros llenos de sabor. Volveremos.",5,2024-08-27,es,Laura R.,True
C0028097,R018759,INSTITUTO EULEN DE FORMACION,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Repetiremos. El servicio atento y cercano, postres caseros deliciosos. Un 10.",5,2024-05-03,es,Giulia G.,True
C0028098,R018760,MADRID SALUD INSTITUTO DE ADICCIONES,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"Nos encanto. Ubicacion perfecta y bien comunicado, habitaciones limpias y comodas, excelente descanso. Lo recomiendo.",5,2023-12-17,es,Carlos L.,True
C0028099,R018760,MADRID SALUD INSTITUTO DE ADICCIONES,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"Va bene per una visita veloce, niente di speciale.",3,2024-10-31,it,Joao M.,True
C0028100,R018760,MADRID SALUD INSTITUTO DE ADICCIONES,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"Buena relacion calidad-precio, excelente descanso, habitaciones limpias y comodas. Un 10.",4,2023-02-15,es,Laura B.,True
C0028101,R018760,MADRID SALUD INSTITUTO DE ADICCIONES,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"Buena relacion calidad-precio, excelente descanso, desayuno variado y rico. Volveremos.",5,2024-12-09,es,Diego L.,True
C0028102,R018760,MADRID SALUD INSTITUTO DE ADICCIONES,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"Nos encanto. Personal amabilisimo, buena relacion calidad-precio.",5,2024-07-12,es,Sophie V.,True
C0028103,R018760,MADRID SALUD INSTITUTO DE ADICCIONES,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"Volveremos seguro. Personal amabilisimo, habitaciones limpias y comodas, recepcion 24 horas muy util. Lo recomiendo.",4,2025-06-09,es,Javier F.,True
C0028104,R018760,MADRID SALUD INSTITUTO DE ADICCIONES,Villaverde Alto - Casco Histórico de Villaverde,hoteles,"Bien situado aunque paredes finas, correcto para una noche, desayuno mejorable.",3,2025-06-02,es,Anna M.,True
C0028105,R018763,PRESA SL,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Material moderno y cuidado, piscina en buen estado, perfecto para entrenar. Merece mucho la pena.",5,2024-11-07,es,Giulia M.,True
C0028106,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Raciones escasas para el precio, platos sin sabor, el local estaba sucio. No volvere.",3,2025-01-20,es,Sophie G.,True
C0028107,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Highly recommended. One of the highlights of our trip, absolutely worth the visit.",5,2023-02-07,en,Javier G.,True
C0028108,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Toller Ort, freundliches Personal, ein wunderbares Erlebnis.",5,2025-09-28,de,Olivia L.,True
C0028109,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Las tapas riquisimas, postres caseros deliciosos, el servicio atento y cercano. Lo recomiendo.",5,2024-05-05,es,Paul P.,True
C0028110,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Muy recomendable. El vino de la casa acompaña genial, el servicio atento y cercano, cocina tradicional bien ejecutada. Un 10.",5,2023-07-02,es,Emma V.,True
C0028111,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"El vino de la casa acompaña genial, raciones generosas. Merece mucho la pena.",5,2023-09-28,es,John L.,True
C0028112,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Volveremos seguro. Raciones generosas, platos caseros llenos de sabor. Volveremos.",5,2025-03-01,es,Nuria F.,True
C0028113,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"En general, la comida correcta sin destacar, precio ajustado, raciones normales.",3,2024-07-17,es,Ivan H.,True
C0028114,R018765,BAR RESTAURANTE DE SILOS,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Highly recommended. We loved every minute, a wonderful experience, the staff were lovely.",5,2023-02-21,en,Diego M.,True
C0028115,R018766,GRINVE TRADING,Villaverde Alto - Casco Histórico de Villaverde,cultura,"Nella media, abbastanza affollato, niente di speciale.",3,2025-02-25,it,Paul R.,True
C0028116,R018769,ASOCIACION SEMILLA PARA LA INTEGRACION SOCIAL DEL JOVEN,Ángeles,hoteles,"Clean and welcoming, stunning place, absolutely worth the visit.",5,2024-02-12,en,Javier H.,True
C0028117,R018771,BURGER KING,Butarque,restaurantes,"Repetiremos. La comida estaba deliciosa, buena relacion calidad-precio. Un 10.",5,2023-09-01,es,Ana V.,True
C0028118,R018773,LA CABAÑA,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Gutes Preis-Leistungs-Verhaeltnis, freundliches Personal.",5,2024-06-18,de,Diego P.,True
C0028119,R018773,LA CABAÑA,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"La comida estaba deliciosa, productos muy frescos. Un 10.",5,2025-08-11,es,Ana S.,True
C0028120,R018774,BAR RESTAURANTE ORTIZ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Beautiful and well kept, a wonderful experience, stunning place.",5,2024-09-28,en,Nuria V.,True
C0028121,R018774,BAR RESTAURANTE ORTIZ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Highly recommended. We loved every minute, stunning place.",5,2023-12-27,en,Luis V.,True
C0028122,R018774,BAR RESTAURANTE ORTIZ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Loved it. We loved every minute, one of the highlights of our trip, great value for money.",5,2024-02-08,en,Nuria B.,True
C0028123,R018774,BAR RESTAURANTE ORTIZ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Nos encanto. Raciones generosas, la comida estaba deliciosa. Lo recomiendo.",5,2024-09-17,es,Liam V.,True
C0028124,R018774,BAR RESTAURANTE ORTIZ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Ci e piaciuto molto, un'esperienza bellissima, ottimo rapporto qualita-prezzo.",4,2025-12-24,it,Javier L.,True
C0028125,R018774,BAR RESTAURANTE ORTIZ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Ambiente acogedor, productos muy frescos. Lo recomiendo.",5,2024-07-02,es,Hans S.,True
C0028126,R018774,BAR RESTAURANTE ORTIZ,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"Repetiremos. El servicio atento y cercano, postres caseros deliciosos. Lo recomiendo.",4,2024-10-18,es,Liam V.,True
C0028127,R018775,LA NAVE DISCO,Villaverde Alto - Casco Histórico de Villaverde,ocio,"Highly recommended. The food was delicious, stunning place, a wonderful experience.",5,2025-10-31,en,Carlos V.,True
C0028128,R018775,LA NAVE DISCO,Villaverde Alto - Casco Histórico de Villaverde,ocio,"En general, correcto para pasar el rato, esta entretenido sin mas, bien aunque un poco caro. Sin mas.",3,2024-02-14,es,Giulia V.,True
C0028129,R018775,LA NAVE DISCO,Villaverde Alto - Casco Histórico de Villaverde,ocio,"Honestly, average overall, a bit crowded, decent for a quick visit.",4,2024-05-09,en,Marta T.,True
C0028130,R018775,LA NAVE DISCO,Villaverde Alto - Casco Histórico de Villaverde,ocio,"Lo pasamos genial, repetiremos seguro. Un 10.",4,2025-11-05,es,Javier H.,True
C0028131,R018775,LA NAVE DISCO,Villaverde Alto - Casco Histórico de Villaverde,ocio,"Gran ambiente, muy divertido y bien organizado. Merece mucho la pena.",5,2023-11-07,es,Pedro G.,True
C0028132,R018777,TONOS PUB,Villaverde Alto - Casco Histórico de Villaverde,restaurantes,"La comida estaba deliciosa, raciones generosas, el vino de la casa acompaña genial. Lo recomiendo.",5,2023-06-11,es,Luis C.,True
C0028133,R018778,"FUNDILAND APRENDE ,CRECE, JUEGA",Butarque,ocio,"Para ser sinceros, esta entretenido sin mas, bien aunque un poco caro. Ni fu ni fa.",4,2025-03-26,es,Marie P.,True
C0028134,R018778,"FUNDILAND APRENDE ,CRECE, JUEGA",Butarque,ocio,"Volveremos seguro. Un plan estupendo, ideal para ir con amigos.",5,2025-12-17,es,Marta L.,True
C0028135,R018778,"FUNDILAND APRENDE ,CRECE, JUEGA",Butarque,ocio,"Loved it. A wonderful experience, we loved every minute, absolutely worth the visit.",4,2024-11-24,en,Olivia P.,True
C0028136,R018781,TEIMPER GAIRESA,Villaverde Alto - Casco Histórico de Villaverde,deporte,"Loved it. The staff were lovely, we loved every minute.",5,2024-06-25,en,Ana V.,True
